user_id,workout_id,rating
user_1,181,6.0
user_1,977,7.4
user_1,613,4.8
user_1,146,6.3
user_1,2800,5.5
user_1,2635,4.6
user_1,774,6.2
user_1,1748,7.4
user_1,315,5.5
user_1,2607,5.8
user_1,797,4.8
user_1,2657,6.6
user_1,421,7.5
user_1,2623,5.7
user_1,328,5.1
user_1,1659,6.9
user_1,1467,6.1
user_1,1896,6.3
user_1,1977,4.4
user_1,2679,6.2
user_1,1804,7.0
user_1,723,5.5
user_1,1800,7.1
user_1,1479,7.0
user_1,1994,7.1
user_1,104,4.5
user_1,589,6.4
user_1,544,7.2
user_1,1799,6.6
user_1,1950,5.3
user_2,167,7.9
user_2,946,7.9
user_2,1977,7.9
user_2,465,7.8
user_2,1688,8.4
user_2,1007,8.4
user_2,2721,9.4
user_2,2128,7.6
user_2,2670,10.0
user_2,1945,7.8
user_2,2233,7.1
user_2,1153,9.4
user_2,81,10.0
user_2,2812,7.4
user_2,187,9.5
user_2,501,7.4
user_2,2136,6.3
user_2,2535,8.4
user_2,1489,6.5
user_2,241,9.2
user_2,773,8.6
user_2,615,7.8
user_2,2294,7.1
user_2,678,8.6
user_2,2473,9.3
user_2,1368,6.0
user_2,9,8.8
user_2,180,8.6
user_2,2540,9.5
user_2,1843,9.6
user_3,214,8.1
user_3,163,5.5
user_3,2172,7.4
user_3,519,6.0
user_3,2043,5.4
user_3,2602,6.7
user_3,1420,7.4
user_3,1527,5.2
user_3,427,4.9
user_3,2892,9.3
user_3,894,7.0
user_3,1666,7.3
user_3,584,6.7
user_3,2754,7.1
user_3,1669,8.2
user_3,393,8.1
user_3,1293,7.0
user_3,1394,6.9
user_3,1639,6.8
user_3,2721,6.4
user_3,2724,7.3
user_3,389,6.0
user_3,678,6.8
user_3,294,7.1
user_3,951,6.5
user_3,406,7.7
user_3,2413,5.6
user_3,192,5.4
user_3,1558,6.0
user_3,1075,7.8
user_4,995,9.3
user_4,1150,8.5
user_4,943,8.9
user_4,2531,7.0
user_4,2491,6.9
user_4,2374,6.6
user_4,342,6.7
user_4,327,7.3
user_4,2838,7.5
user_4,1386,8.3
user_4,2276,7.4
user_4,1645,6.8
user_4,2912,6.6
user_4,1441,7.3
user_4,2872,8.2
user_4,1495,5.5
user_4,816,7.7
user_4,604,8.2
user_4,38,7.3
user_4,1856,8.0
user_4,1467,7.7
user_4,1702,6.5
user_4,1050,7.4
user_4,160,7.8
user_4,1824,5.6
user_4,2510,8.3
user_4,1313,5.9
user_4,438,5.8
user_4,640,6.8
user_4,2605,6.8
user_5,2421,5.5
user_5,314,6.5
user_5,1892,7.6
user_5,2392,7.4
user_5,281,8.4
user_5,1343,7.0
user_5,975,7.7
user_5,925,6.9
user_5,1454,6.3
user_5,832,6.8
user_5,2904,6.0
user_5,2544,9.3
user_5,2208,8.1
user_5,2227,5.7
user_5,1151,8.4
user_5,2054,6.3
user_5,2730,8.1
user_5,1248,8.0
user_5,2177,7.7
user_5,665,9.0
user_5,2299,7.1
user_5,563,7.5
user_5,1617,7.6
user_5,560,8.1
user_5,2861,7.1
user_5,47,8.0
user_5,81,8.2
user_5,113,6.1
user_5,2203,6.2
user_5,2246,7.8
user_6,2133,6.4
user_6,2000,6.6
user_6,584,7.4
user_6,2528,6.1
user_6,263,4.8
user_6,2197,6.2
user_6,1530,6.0
user_6,1495,5.7
user_6,194,6.6
user_6,1005,6.7
user_6,2608,6.3
user_6,973,7.7
user_6,2538,7.8
user_6,1953,7.6
user_6,2262,6.3
user_6,827,6.1
user_6,1276,7.2
user_6,1268,6.2
user_6,742,8.0
user_6,2723,7.8
user_6,1756,6.5
user_6,1634,5.3
user_6,1218,7.4
user_6,2814,6.0
user_6,1205,7.8
user_6,2217,5.3
user_6,1242,5.7
user_6,321,5.0
user_6,1346,5.8
user_6,2912,8.0
user_7,1727,6.8
user_7,1143,7.9
user_7,1897,5.3
user_7,923,6.1
user_7,2766,7.4
user_7,1050,6.0
user_7,1242,6.5
user_7,233,5.6
user_7,2854,5.8
user_7,2289,6.6
user_7,277,7.0
user_7,972,5.3
user_7,691,8.9
user_7,2745,7.9
user_7,1904,6.0
user_7,1761,7.7
user_7,891,5.1
user_7,2034,7.4
user_7,2303,8.3
user_7,317,6.4
user_7,2795,6.4
user_7,2609,5.5
user_7,7,7.2
user_7,1740,6.9
user_7,1498,5.9
user_7,1084,5.5
user_7,1348,5.9
user_7,2723,6.7
user_7,627,7.6
user_7,2497,6.7
user_8,2816,8.4
user_8,772,8.5
user_8,2415,10.0
user_8,2508,9.4
user_8,1540,7.9
user_8,2698,10.0
user_8,1636,8.6
user_8,1038,10.0
user_8,708,9.4
user_8,1992,10.0
user_8,490,8.3
user_8,2482,9.8
user_8,1778,8.3
user_8,236,10.0
user_8,449,8.7
user_8,2853,8.9
user_8,2289,7.7
user_8,180,8.4
user_8,105,7.8
user_8,986,10.0
user_8,2203,10.0
user_8,939,10.0
user_8,2620,10.0
user_8,1521,8.5
user_8,2064,9.8
user_8,256,10.0
user_8,1524,10.0
user_8,2847,9.0
user_8,1833,8.9
user_8,2384,8.5
user_9,2578,5.5
user_9,891,7.6
user_9,194,5.0
user_9,2452,5.9
user_9,1513,8.3
user_9,2464,6.9
user_9,1462,5.2
user_9,2308,7.2
user_9,2563,6.2
user_9,874,5.3
user_9,2766,4.9
user_9,1578,6.6
user_9,2564,7.1
user_9,326,4.9
user_9,2880,4.9
user_9,345,5.7
user_9,2326,6.1
user_9,2339,6.5
user_9,808,5.3
user_9,1660,5.2
user_9,885,6.7
user_9,400,6.7
user_9,785,5.9
user_9,1015,4.6
user_9,1576,5.7
user_9,1335,5.1
user_9,705,5.9
user_9,807,6.2
user_9,1826,6.8
user_9,2042,7.8
user_10,887,8.0
user_10,2425,8.9
user_10,2448,8.0
user_10,2443,7.1
user_10,1585,7.0
user_10,1920,6.3
user_10,507,7.9
user_10,2299,8.8
user_10,2376,6.5
user_10,2454,7.9
user_10,264,8.3
user_10,2636,8.2
user_10,2084,7.5
user_10,2819,6.5
user_10,28,6.4
user_10,1198,6.5
user_10,1438,7.0
user_10,1453,8.1
user_10,1304,8.1
user_10,2570,7.9
user_10,2180,7.3
user_10,1798,9.2
user_10,573,8.1
user_10,1181,8.4
user_10,753,6.3
user_10,2826,9.0
user_10,1555,8.4
user_10,2163,8.3
user_10,2079,6.2
user_10,116,7.4
user_11,2908,7.2
user_11,1016,8.8
user_11,1849,10.0
user_11,2807,7.6
user_11,1918,8.5
user_11,72,8.1
user_11,843,9.1
user_11,47,6.6
user_11,411,6.8
user_11,567,7.3
user_11,2119,8.9
user_11,166,9.7
user_11,677,7.7
user_11,272,8.6
user_11,2840,8.7
user_11,2751,8.7
user_11,720,7.9
user_11,1690,8.6
user_11,1616,8.8
user_11,173,9.5
user_11,1883,8.1
user_11,2044,7.4
user_11,1598,7.6
user_11,2771,7.6
user_11,325,7.9
user_11,185,9.3
user_11,401,7.9
user_11,2490,8.5
user_11,1687,9.1
user_11,1805,6.9
user_12,1429,7.3
user_12,1683,9.3
user_12,1928,6.4
user_12,2242,7.8
user_12,524,7.4
user_12,34,9.4
user_12,1427,10.0
user_12,2660,6.5
user_12,2292,8.0
user_12,2273,7.2
user_12,1146,9.2
user_12,2364,8.1
user_12,1910,7.9
user_12,86,7.6
user_12,1590,8.9
user_12,2299,8.1
user_12,1816,6.1
user_12,164,6.3
user_12,2153,6.7
user_12,1077,7.0
user_12,2408,7.3
user_12,1144,7.7
user_12,590,7.3
user_12,454,8.0
user_12,1264,8.5
user_12,2017,5.9
user_12,2205,9.1
user_12,202,9.4
user_12,596,7.8
user_12,217,6.4
user_13,1735,9.0
user_13,795,6.3
user_13,147,6.0
user_13,687,6.3
user_13,2563,9.6
user_13,2084,6.6
user_13,22,5.8
user_13,2363,5.9
user_13,1839,5.9
user_13,1794,7.7
user_13,473,7.3
user_13,295,7.2
user_13,2694,8.2
user_13,2732,8.2
user_13,975,7.9
user_13,1698,8.5
user_13,252,5.9
user_13,370,7.5
user_13,2507,6.7
user_13,1130,7.9
user_13,1932,8.1
user_13,2439,8.1
user_13,667,7.8
user_13,2449,8.0
user_13,2659,9.3
user_13,1974,7.2
user_13,2364,6.9
user_13,528,7.9
user_13,2035,6.2
user_13,2419,8.3
user_14,705,6.6
user_14,1789,7.4
user_14,1263,7.8
user_14,2753,6.9
user_14,1413,6.0
user_14,1254,7.4
user_14,2588,5.1
user_14,2800,7.7
user_14,68,7.1
user_14,2087,6.7
user_14,1681,8.2
user_14,2684,6.1
user_14,273,7.2
user_14,613,6.8
user_14,474,7.8
user_14,361,8.8
user_14,1198,8.2
user_14,1110,7.9
user_14,602,6.3
user_14,559,7.9
user_14,1867,8.5
user_14,1677,7.0
user_14,2723,6.6
user_14,229,6.1
user_14,1164,6.6
user_14,1708,6.0
user_14,1256,7.7
user_14,1960,6.9
user_14,884,5.1
user_14,2605,8.8
user_15,119,7.4
user_15,671,6.5
user_15,2422,6.4
user_15,2675,7.2
user_15,415,6.7
user_15,179,6.0
user_15,476,6.5
user_15,1239,6.8
user_15,816,6.0
user_15,510,6.8
user_15,125,6.0
user_15,1076,7.1
user_15,2646,6.9
user_15,1573,8.5
user_15,284,7.9
user_15,1570,7.5
user_15,2829,7.5
user_15,1936,7.9
user_15,1698,8.2
user_15,323,5.1
user_15,1232,6.9
user_15,2264,8.0
user_15,765,7.1
user_15,1485,5.3
user_15,1651,7.4
user_15,2600,9.1
user_15,2584,8.7
user_15,512,8.0
user_15,1925,6.9
user_15,652,6.6
user_16,2569,8.4
user_16,2447,7.3
user_16,2577,8.1
user_16,2796,8.1
user_16,124,9.2
user_16,1131,8.9
user_16,1709,8.3
user_16,1940,7.8
user_16,2415,8.1
user_16,2638,10.0
user_16,2776,9.3
user_16,126,9.8
user_16,2438,7.9
user_16,172,8.7
user_16,1714,9.1
user_16,2896,8.6
user_16,620,8.4
user_16,91,9.5
user_16,1323,7.8
user_16,4,9.0
user_16,492,9.2
user_16,2370,9.2
user_16,780,8.2
user_16,2678,9.7
user_16,2267,9.5
user_16,1616,8.6
user_16,2280,9.3
user_16,862,7.5
user_16,2515,10.0
user_16,1641,7.3
user_17,2854,8.0
user_17,1127,6.2
user_17,1874,8.1
user_17,2105,8.3
user_17,448,6.1
user_17,1742,5.6
user_17,1634,7.3
user_17,1689,6.3
user_17,149,6.6
user_17,2419,7.7
user_17,1766,7.5
user_17,1935,6.0
user_17,1945,7.5
user_17,285,7.1
user_17,1531,7.1
user_17,1861,5.7
user_17,1329,7.4
user_17,1942,7.3
user_17,1068,7.9
user_17,2610,7.4
user_17,460,7.7
user_17,730,6.8
user_17,912,7.3
user_17,135,6.4
user_17,857,7.7
user_17,2539,8.0
user_17,2165,6.6
user_17,118,7.8
user_17,1966,8.2
user_17,2489,5.3
user_18,2091,7.2
user_18,489,9.1
user_18,144,6.9
user_18,129,8.6
user_18,841,7.3
user_18,2331,7.0
user_18,1690,10.0
user_18,2836,8.6
user_18,2165,5.4
user_18,104,7.9
user_18,15,9.9
user_18,2432,8.4
user_18,1772,7.8
user_18,1413,9.5
user_18,1222,7.6
user_18,838,7.0
user_18,138,10.0
user_18,1217,6.6
user_18,2069,7.9
user_18,1555,10.0
user_18,2908,6.7
user_18,1714,9.9
user_18,2057,8.7
user_18,604,8.7
user_18,1942,7.3
user_18,2607,9.2
user_18,1161,7.3
user_18,528,7.3
user_18,1324,7.5
user_18,133,8.4
user_19,2289,7.1
user_19,1817,5.9
user_19,1989,4.8
user_19,727,6.1
user_19,2498,7.6
user_19,119,6.4
user_19,1478,6.8
user_19,2705,5.4
user_19,2707,5.6
user_19,1819,7.6
user_19,293,4.9
user_19,2155,5.5
user_19,2544,7.3
user_19,2345,6.3
user_19,101,7.1
user_19,2769,5.6
user_19,2609,6.1
user_19,2793,6.6
user_19,2020,6.4
user_19,1344,5.5
user_19,2810,6.8
user_19,757,8.0
user_19,1314,5.2
user_19,1641,5.2
user_19,2698,7.1
user_19,2510,6.0
user_19,1334,6.0
user_19,884,6.0
user_19,784,5.9
user_19,1691,7.5
user_20,756,8.7
user_20,2789,8.1
user_20,527,8.1
user_20,2344,7.2
user_20,2144,7.5
user_20,1393,7.8
user_20,213,8.0
user_20,910,7.2
user_20,478,5.4
user_20,2661,5.8
user_20,844,8.0
user_20,1385,6.9
user_20,1862,6.4
user_20,956,5.5
user_20,2004,6.6
user_20,1816,7.4
user_20,404,7.0
user_20,587,5.9
user_20,1416,8.1
user_20,2907,7.5
user_20,2861,6.9
user_20,1086,7.1
user_20,2191,7.8
user_20,1490,8.0
user_20,1403,7.6
user_20,2517,6.2
user_20,1912,6.1
user_20,1856,8.0
user_20,896,7.6
user_20,1663,5.3
user_21,2418,7.4
user_21,1817,9.7
user_21,1494,9.6
user_21,2468,6.4
user_21,1092,9.2
user_21,383,9.0
user_21,2232,7.9
user_21,2710,9.9
user_21,510,8.0
user_21,2537,10.0
user_21,487,8.3
user_21,1314,6.9
user_21,1481,10.0
user_21,816,9.2
user_21,1478,9.9
user_21,2428,9.2
user_21,944,10.0
user_21,2797,9.3
user_21,1533,6.8
user_21,803,9.7
user_21,1511,9.0
user_21,787,8.5
user_21,1748,8.3
user_21,1212,8.4
user_21,614,7.6
user_21,2193,9.5
user_21,671,5.4
user_21,1671,7.6
user_21,1327,6.7
user_21,2284,10.0
user_22,458,6.9
user_22,1970,6.8
user_22,346,6.3
user_22,94,6.6
user_22,2220,6.6
user_22,76,8.2
user_22,1616,7.1
user_22,2761,8.0
user_22,606,7.2
user_22,638,7.8
user_22,780,7.5
user_22,2170,5.8
user_22,1704,7.9
user_22,293,7.9
user_22,1828,5.8
user_22,5,7.6
user_22,2511,6.5
user_22,1899,6.8
user_22,2585,6.8
user_22,1190,7.2
user_22,2115,7.5
user_22,831,5.8
user_22,2913,6.3
user_22,658,8.1
user_22,1584,8.3
user_22,2005,7.6
user_22,319,5.9
user_22,887,7.8
user_22,1758,7.9
user_22,2353,8.2
user_23,190,7.4
user_23,1105,7.9
user_23,2484,7.7
user_23,286,7.0
user_23,262,7.7
user_23,163,7.6
user_23,484,8.1
user_23,1615,8.4
user_23,1205,6.2
user_23,66,7.4
user_23,1827,8.0
user_23,2623,7.3
user_23,1295,8.0
user_23,1190,6.4
user_23,581,6.1
user_23,1128,5.4
user_23,2897,7.2
user_23,2771,8.2
user_23,1392,9.6
user_23,559,8.1
user_23,927,6.2
user_23,2737,6.7
user_23,2189,6.7
user_23,444,8.0
user_23,526,6.9
user_23,93,8.1
user_23,1687,6.3
user_23,1563,6.8
user_23,2589,7.7
user_23,2901,5.9
user_24,1577,5.5
user_24,1697,6.8
user_24,726,8.7
user_24,436,8.6
user_24,2337,8.1
user_24,969,6.6
user_24,2865,7.7
user_24,919,6.7
user_24,451,6.0
user_24,991,5.5
user_24,679,7.7
user_24,695,6.7
user_24,1081,9.4
user_24,425,9.5
user_24,768,6.5
user_24,2880,8.0
user_24,689,6.8
user_24,1415,7.9
user_24,2386,7.2
user_24,1330,8.5
user_24,892,7.3
user_24,536,6.8
user_24,1924,8.3
user_24,1925,6.5
user_24,528,8.0
user_24,1474,7.3
user_24,1500,7.9
user_24,141,9.5
user_24,1524,8.4
user_24,1834,5.5
user_25,1119,5.8
user_25,129,7.3
user_25,2522,5.8
user_25,2278,8.1
user_25,1664,7.5
user_25,1354,5.7
user_25,308,6.9
user_25,274,5.5
user_25,2000,6.6
user_25,413,6.1
user_25,1292,5.6
user_25,1311,6.2
user_25,371,5.5
user_25,2433,7.3
user_25,1409,7.7
user_25,1846,6.3
user_25,846,5.5
user_25,967,7.0
user_25,2900,6.8
user_25,616,5.6
user_25,1153,6.7
user_25,388,7.1
user_25,951,8.0
user_25,2160,8.0
user_25,2566,6.6
user_25,2057,6.7
user_25,331,8.1
user_25,1843,8.3
user_25,318,6.1
user_25,724,6.0
user_26,81,7.2
user_26,1444,7.2
user_26,2500,6.5
user_26,1204,4.6
user_26,1180,5.7
user_26,1164,5.0
user_26,2418,6.2
user_26,1291,7.6
user_26,1030,5.3
user_26,813,6.7
user_26,2224,5.8
user_26,353,5.7
user_26,824,6.3
user_26,324,7.7
user_26,1858,7.7
user_26,266,7.5
user_26,1881,7.0
user_26,1494,5.5
user_26,593,6.8
user_26,1893,7.4
user_26,1686,6.6
user_26,2692,6.3
user_26,2738,8.3
user_26,993,8.0
user_26,398,5.8
user_26,898,7.1
user_26,1598,7.2
user_26,485,6.3
user_26,2280,6.8
user_26,2909,6.8
user_27,2571,6.3
user_27,2037,6.3
user_27,2254,7.5
user_27,811,8.1
user_27,2088,7.8
user_27,1187,7.2
user_27,1098,8.1
user_27,1456,6.4
user_27,1576,6.7
user_27,128,7.5
user_27,392,7.3
user_27,1980,7.4
user_27,2443,6.5
user_27,2003,8.4
user_27,1890,6.8
user_27,155,5.4
user_27,2680,5.6
user_27,301,6.3
user_27,2772,8.7
user_27,1262,7.7
user_27,126,6.0
user_27,1887,6.4
user_27,1579,6.4
user_27,2161,6.4
user_27,744,7.3
user_27,1953,7.7
user_27,370,6.0
user_27,2251,7.1
user_27,259,7.9
user_27,977,6.3
user_28,1899,8.0
user_28,2060,8.8
user_28,2840,5.9
user_28,1180,7.4
user_28,256,8.1
user_28,2178,7.1
user_28,739,8.1
user_28,2360,7.9
user_28,197,8.3
user_28,2584,5.6
user_28,1861,8.6
user_28,693,7.1
user_28,2389,8.0
user_28,883,6.9
user_28,2509,6.2
user_28,2648,6.8
user_28,2511,5.7
user_28,1688,8.3
user_28,2241,7.9
user_28,675,8.6
user_28,1255,8.3
user_28,1302,7.1
user_28,514,6.9
user_28,1679,5.8
user_28,1818,6.5
user_28,1955,6.8
user_28,2759,6.2
user_28,752,8.0
user_28,708,7.6
user_28,220,7.4
user_29,1395,7.8
user_29,280,7.4
user_29,1063,8.5
user_29,2725,7.6
user_29,1798,6.1
user_29,136,8.8
user_29,866,8.2
user_29,1700,8.0
user_29,1327,8.4
user_29,1174,5.2
user_29,877,9.0
user_29,864,8.0
user_29,1926,7.4
user_29,1239,7.5
user_29,2482,9.1
user_29,2480,7.3
user_29,333,8.7
user_29,18,8.0
user_29,1596,8.2
user_29,259,7.7
user_29,1358,8.5
user_29,2054,8.6
user_29,830,8.4
user_29,1291,5.3
user_29,1657,9.5
user_29,984,8.5
user_29,2160,6.6
user_29,2739,6.9
user_29,2501,8.1
user_29,519,9.2
user_30,1669,7.9
user_30,1300,6.6
user_30,1649,7.6
user_30,2578,7.0
user_30,123,6.9
user_30,1111,6.5
user_30,2461,8.2
user_30,279,6.8
user_30,2315,6.7
user_30,294,7.9
user_30,851,7.3
user_30,807,7.7
user_30,2053,8.2
user_30,2297,6.4
user_30,2251,6.1
user_30,2200,6.3
user_30,289,5.6
user_30,1687,6.6
user_30,899,6.2
user_30,162,7.9
user_30,2239,6.3
user_30,2281,6.2
user_30,2458,5.7
user_30,1367,5.2
user_30,1514,5.9
user_30,1755,7.5
user_30,780,7.0
user_30,1368,5.9
user_30,2225,7.9
user_30,1970,5.6
user_31,1623,8.3
user_31,1318,6.8
user_31,2621,7.2
user_31,1903,6.4
user_31,1399,8.8
user_31,2697,7.0
user_31,2014,5.8
user_31,2205,7.5
user_31,460,7.1
user_31,2111,7.0
user_31,2137,7.7
user_31,2605,6.3
user_31,2304,7.4
user_31,1769,7.7
user_31,2020,8.7
user_31,623,7.4
user_31,2669,6.1
user_31,1830,7.3
user_31,1067,6.8
user_31,2862,7.4
user_31,2873,6.1
user_31,61,8.1
user_31,2321,7.9
user_31,2057,8.1
user_31,983,8.7
user_31,901,7.7
user_31,1827,5.6
user_31,1715,7.0
user_31,2869,6.5
user_31,1450,8.8
user_32,1954,7.2
user_32,927,5.2
user_32,302,5.5
user_32,1614,6.2
user_32,2285,5.4
user_32,379,7.2
user_32,1567,7.3
user_32,1532,6.1
user_32,538,4.9
user_32,1914,5.4
user_32,1990,5.0
user_32,2117,5.0
user_32,2076,8.1
user_32,2267,6.7
user_32,2547,5.2
user_32,174,5.2
user_32,2591,5.5
user_32,726,6.5
user_32,559,7.2
user_32,1500,5.8
user_32,2652,6.7
user_32,6,6.4
user_32,1893,7.0
user_32,2685,5.0
user_32,2526,5.4
user_32,2866,7.2
user_32,1362,6.0
user_32,664,7.4
user_32,1688,5.0
user_32,85,6.9
user_33,1490,6.2
user_33,1502,7.3
user_33,574,8.9
user_33,271,9.3
user_33,2765,7.1
user_33,2398,7.1
user_33,1119,7.5
user_33,983,7.1
user_33,314,7.8
user_33,548,7.1
user_33,344,7.8
user_33,1470,6.5
user_33,1849,5.9
user_33,764,7.0
user_33,1563,8.7
user_33,569,9.1
user_33,1806,7.6
user_33,2873,7.7
user_33,1800,6.7
user_33,1337,6.1
user_33,1839,7.1
user_33,170,6.7
user_33,1044,7.2
user_33,2295,7.7
user_33,1067,8.3
user_33,1122,8.3
user_33,1190,9.2
user_33,1386,8.8
user_33,1241,6.1
user_33,903,7.9
user_34,2342,4.8
user_34,296,7.2
user_34,18,6.0
user_34,670,6.4
user_34,761,5.9
user_34,2786,5.6
user_34,2154,6.7
user_34,2146,7.3
user_34,251,6.1
user_34,2872,6.6
user_34,2765,7.0
user_34,2902,7.3
user_34,481,4.9
user_34,907,7.7
user_34,1020,5.0
user_34,984,6.3
user_34,806,7.0
user_34,1180,5.3
user_34,629,5.5
user_34,2913,6.9
user_34,2842,5.8
user_34,412,6.5
user_34,20,5.2
user_34,1410,6.0
user_34,723,4.7
user_34,811,6.7
user_34,2782,6.5
user_34,1443,5.3
user_34,1929,6.9
user_34,573,6.0
user_35,31,7.9
user_35,2687,10.0
user_35,1310,8.9
user_35,453,7.6
user_35,356,9.0
user_35,2807,8.6
user_35,2378,8.9
user_35,352,8.2
user_35,2462,8.6
user_35,2137,8.6
user_35,798,10.0
user_35,1874,8.7
user_35,1123,9.8
user_35,756,7.4
user_35,321,7.9
user_35,1458,9.6
user_35,1974,9.0
user_35,1087,8.2
user_35,2810,9.4
user_35,644,9.7
user_35,1941,9.4
user_35,1546,9.4
user_35,2584,8.7
user_35,2108,8.0
user_35,1389,9.3
user_35,334,9.0
user_35,87,7.0
user_35,2364,8.4
user_35,796,8.0
user_35,1632,9.1
user_36,1694,5.2
user_36,1528,6.1
user_36,2112,5.6
user_36,1214,7.1
user_36,2388,7.2
user_36,997,5.9
user_36,2779,6.9
user_36,17,7.6
user_36,1897,7.8
user_36,2711,7.2
user_36,514,7.3
user_36,1901,6.0
user_36,2901,5.7
user_36,1511,6.5
user_36,616,6.5
user_36,2666,6.8
user_36,495,7.1
user_36,2691,5.4
user_36,133,7.4
user_36,508,6.1
user_36,881,5.5
user_36,1567,8.2
user_36,1086,7.8
user_36,874,5.8
user_36,1917,6.5
user_36,2515,6.9
user_36,2041,6.2
user_36,1453,5.6
user_36,715,5.8
user_36,265,7.6
user_37,495,6.4
user_37,799,7.2
user_37,2603,6.9
user_37,198,4.8
user_37,1482,5.7
user_37,990,3.9
user_37,714,7.4
user_37,1598,5.4
user_37,286,7.0
user_37,1424,6.4
user_37,868,5.4
user_37,2503,5.4
user_37,2792,6.2
user_37,2038,6.8
user_37,2258,5.7
user_37,2575,4.8
user_37,328,7.5
user_37,1098,6.5
user_37,23,6.4
user_37,771,5.4
user_37,723,7.0
user_37,1837,7.4
user_37,1918,5.7
user_37,1743,7.1
user_37,536,5.4
user_37,2409,5.0
user_37,908,6.2
user_37,710,5.0
user_37,295,6.8
user_37,1283,7.2
user_38,2077,7.1
user_38,2391,8.1
user_38,1473,6.3
user_38,1760,5.4
user_38,487,5.9
user_38,6,7.3
user_38,2156,6.0
user_38,1425,7.4
user_38,997,7.0
user_38,2361,5.8
user_38,1878,7.3
user_38,2324,6.2
user_38,598,7.7
user_38,2816,6.1
user_38,2616,5.9
user_38,1084,5.8
user_38,2018,6.3
user_38,1318,6.9
user_38,558,7.9
user_38,1856,8.5
user_38,946,7.0
user_38,1105,5.9
user_38,1031,7.5
user_38,1683,6.8
user_38,814,7.5
user_38,2248,5.8
user_38,2700,6.0
user_38,945,6.7
user_38,1339,6.5
user_38,1281,5.7
user_39,373,7.6
user_39,2214,6.9
user_39,2862,7.7
user_39,2541,9.5
user_39,1847,6.8
user_39,2377,8.4
user_39,2863,7.5
user_39,1140,9.8
user_39,1012,9.9
user_39,2724,10.0
user_39,563,7.7
user_39,1498,7.7
user_39,1534,9.9
user_39,457,9.1
user_39,659,8.1
user_39,2914,9.7
user_39,1713,10.0
user_39,93,9.0
user_39,81,8.0
user_39,2576,7.9
user_39,787,9.3
user_39,2225,8.1
user_39,68,9.3
